 GeoStep   ADMPstep   Time, fs    SCF Energy, au   E-Ebeg,kcal/mol  E-E1,kcal/mol  EkinC(~T)     EkinP(A+B)    Ekin        Epot=Escf   Etot=Ekin+Epot  Etot-EkinP=EkinC+Epot  T,K    Connectivity, Rmax=  3.50
    1581   15800     3160.00      -1800.76725394       10.68       10.68           0.015183      0.000078      0.015261  -1800.767254  -1800.751993  -1800.752071            399.84       1     3.16000
    1582   15810     3162.00      -1800.76782342       10.32       10.32           0.015742      0.000089      0.015831  -1800.767823  -1800.751993  -1800.752081            414.56       1     3.16200
    1583   15820     3164.00      -1800.76839521        9.96        9.96           0.016323      0.000080      0.016403  -1800.768395  -1800.751993  -1800.752072            429.86       1     3.16400
    1584   15830     3166.00      -1800.76897067        9.60        9.60           0.016894      0.000084      0.016978  -1800.768971  -1800.751993  -1800.752076            444.90       1     3.16600
    1585   15840     3168.00      -1800.76953976        9.25        9.25           0.017460      0.000087      0.017547  -1800.769540  -1800.751993  -1800.752080            459.79       1     3.16800
    1586   15850     3170.00      -1800.77010496        8.89        8.89           0.018021      0.000091      0.018112  -1800.770105  -1800.751993  -1800.752084            474.58       1     3.17000
    1587   15860     3172.00      -1800.77066292        8.54        8.54           0.018580      0.000090      0.018670  -1800.770663  -1800.751993  -1800.752083            489.30       1     3.17200
    1588   15870     3174.00      -1800.77120241        8.20        8.20           0.019119      0.000091      0.019210  -1800.771202  -1800.751993  -1800.752084            503.48       1     3.17400
    1589   15880     3176.00      -1800.77172215        7.88        7.88           0.019639      0.000091      0.019729  -1800.771722  -1800.751993  -1800.752084            517.17       1     3.17600
    1590   15890     3178.00      -1800.77221397        7.57        7.57           0.020130      0.000091      0.020221  -1800.772214  -1800.751993  -1800.752084            530.11       1     3.17800
    1591   15900     3180.00      -1800.77267256        7.28        7.28           0.020581      0.000098      0.020680  -1800.772673  -1800.751993  -1800.752091            542.00       1     3.18000
    1592   15910     3182.00      -1800.77309071        7.02        7.02           0.020997      0.000101      0.021098  -1800.773091  -1800.751993  -1800.752094            552.94       1     3.18200
    1593   15920     3184.00      -1800.77346811        6.78        6.78           0.021380      0.000095      0.021475  -1800.773468  -1800.751993  -1800.752088            563.04       1     3.18400
    1594   15930     3186.00      -1800.77379073        6.58        6.58           0.021706      0.000092      0.021798  -1800.773791  -1800.751993  -1800.752085            571.61       1     3.18600
    1595   15940     3188.00      -1800.77405446        6.41        6.41           0.021960      0.000101      0.022062  -1800.774054  -1800.751993  -1800.752094            578.31       1     3.18800
    1596   15950     3190.00      -1800.77425612        6.29        6.29           0.022159      0.000104      0.022263  -1800.774256  -1800.751993  -1800.752097            583.55       1     3.19000
    1597   15960     3192.00      -1800.77438515        6.21        6.21           0.022291      0.000101      0.022392  -1800.774385  -1800.751993  -1800.752094            587.02       1     3.19200
    1598   15970     3194.00      -1800.77444759        6.17        6.17           0.022346      0.000109      0.022455  -1800.774448  -1800.751993  -1800.752102            588.46       1     3.19400
    1599   15980     3196.00      -1800.77442995        6.18        6.18           0.022341      0.000096      0.022437  -1800.774430  -1800.751993  -1800.752089            588.34       1     3.19600
    1600   15990     3198.00      -1800.77433702        6.24        6.24           0.022242      0.000103      0.022344  -1800.774337  -1800.751993  -1800.752095            585.72       1     3.19800
    1601   16000     3200.00      -1800.77416324        6.34        6.34           0.022069      0.000102      0.022170  -1800.774163  -1800.751993  -1800.752095            581.17       1     3.20000
    1602   16010     3202.00      -1800.77390950        6.50        6.50           0.021812      0.000105      0.021917  -1800.773909  -1800.751993  -1800.752097            574.41       1     3.20200
    1603   16020     3204.00      -1800.77358626        6.71        6.71           0.021487      0.000106      0.021594  -1800.773586  -1800.751993  -1800.752099            565.85       1     3.20400
    1604   16030     3206.00      -1800.77318804        6.96        6.96           0.021098      0.000097      0.021195  -1800.773188  -1800.751993  -1800.752090            555.60       1     3.20600
    1605   16040     3208.00      -1800.77272625        7.25        7.25           0.020627      0.000107      0.020734  -1800.772726  -1800.751993  -1800.752099            543.20       1     3.20800
    1606   16050     3210.00      -1800.77220152        7.58        7.58           0.020113      0.000096      0.020209  -1800.772201  -1800.751993  -1800.752088            529.67       1     3.21000
    1607   16060     3212.00      -1800.77162930        7.93        7.93           0.019541      0.000096      0.019637  -1800.771629  -1800.751993  -1800.752089            514.59       1     3.21200
    1608   16070     3214.00      -1800.77101445        8.32        8.32           0.018921      0.000101      0.019022  -1800.771014  -1800.751993  -1800.752093            498.27       1     3.21400
    1609   16080     3216.00      -1800.77036790        8.73        8.73           0.018276      0.000099      0.018375  -1800.770368  -1800.751993  -1800.752092            481.28       1     3.21600
    1610   16090     3218.00      -1800.76969879        9.15        9.15           0.017615      0.000091      0.017706  -1800.769699  -1800.751993  -1800.752084            463.87       1     3.21800
    1611   16100     3220.00      -1800.76902565        9.57        9.57           0.016946      0.000087      0.017033  -1800.769026  -1800.751993  -1800.752080            446.25       1     3.22000
    1612   16110     3222.00      -1800.76835311        9.99        9.99           0.016268      0.000093      0.016360  -1800.768353  -1800.751993  -1800.752086            428.39       1     3.22200
    1613   16120     3224.00      -1800.76769680       10.40       10.40           0.015614      0.000090      0.015704  -1800.767697  -1800.751993  -1800.752083            411.18       1     3.22400
    1614   16130     3226.00      -1800.76706327       10.80       10.80           0.014984      0.000086      0.015071  -1800.767063  -1800.751993  -1800.752079            394.61       1     3.22600
    1615   16140     3228.00      -1800.76647732       11.17       11.17           0.014399      0.000085      0.014485  -1800.766477  -1800.751993  -1800.752078            379.20       1     3.22800
    1616   16150     3230.00      -1800.76593435       11.51       11.51           0.013864      0.000077      0.013942  -1800.765934  -1800.751993  -1800.752070            365.10       1     3.23000
    1617   16160     3232.00      -1800.76545572       11.81       11.81           0.013384      0.000079      0.013463  -1800.765456  -1800.751993  -1800.752072            352.46       1     3.23200
    1618   16170     3234.00      -1800.76504235       12.07       12.07           0.012971      0.000079      0.013050  -1800.765042  -1800.751993  -1800.752072            341.58       1     3.23400
    1619   16180     3236.00      -1800.76470778       12.28       12.28           0.012635      0.000080      0.012715  -1800.764708  -1800.751993  -1800.752072            332.75       1     3.23600
    1620   16190     3238.00      -1800.76445459       12.44       12.44           0.012381      0.000081      0.012462  -1800.764455  -1800.751993  -1800.752073            326.05       1     3.23800
